name	SRX2359277	SRX2359276	SRX2359239	SRX2359238	SRX2359259	SRX2359258	SRX2359271	SRX2359270	SRX2359255	SRX2359254	SRX2359257	SRX2359256	SRX2359237	SRX2359236	SRX2359235	SRX2359252	SRX2359274	SRX2359273	SRX2359272	SRX2359266	SRX2359267	SRX2359268	SRX2359269	SRX2359279	SRX2359260	SRX2359261	SRX2359262	SRX2359263	SRX2359264	SRX2359265	SRX2359248	SRX2359249	SRX2359246	SRX2359247	SRX2359244	SRX2359245	SRX2359242	SRX2359243	SRX2359240	SRX2359241	SRX2359253	SRX2359275	SRX2359278	SRX2359251	SRX2359282	SRX2359280	SRX2359281	SRX2359250
hsa-miR-2277-5p	3	6	7	20	0	0	0	0	3	2	3	0	188	176	8	2	3	0	3	5	3	3	0	2	3	0	2	0	0	0	2	0	0	0	8	8	10	2	63	161	6	0	8	0	0	0	0	0	710.0
hsa-miR-23a-5p	3	0	0	0	0	0	0	0	2	0	0	0	207	163	7	0	0	0	0	2	0	2	0	0	0	0	2	4	0	0	2	0	0	0	2	0	0	0	13	280	0	0	0	0	0	0	0	0	689.0
hsa-miR-136-5p	5	2	9	27	0	0	0	0	12	4	2	0	123	200	15	3	0	0	0	2	2	17	0	0	2	0	6	0	0	0	0	5	0	0	9	0	36	0	20	180	0	0	0	0	2	0	4	0	687.0
hsa-miR-651-5p	5	5	5	10	0	0	8	0	5	5	0	0	30	104	17	0	0	9	2	28	2	4	0	9	6	0	0	2	7	0	21	11	26	3	7	20	171	3	37	67	4	11	5	3	6	6	4	13	681.0
hsa-miR-92a-1-5p	8	4	9	5	0	4	8	0	5	4	0	2	77	121	23	0	5	25	6	6	2	6	6	19	0	0	10	6	5	0	8	2	0	0	4	50	13	8	27	111	6	9	12	3	6	39	9	0	673.0
hsa-miR-7704	25	6	6	2	3	0	19	6	0	0	4	3	9	23	5	0	10	11	3	22	7	4	11	27	4	6	3	13	2	2	35	30	0	0	8	127	37	3	0	16	6	18	42	6	12	50	23	22	671.0
hsa-miR-5100	4	0	26	13	0	0	13	3	0	0	0	2	124	108	10	0	9	25	5	11	3	2	9	11	0	0	12	2	0	4	8	2	3	6	2	40	5	8	93	77	2	0	4	0	0	0	5	0	651.0
hsa-miR-7976	6	8	18	4	0	0	0	0	4	0	0	0	30	196	2	0	4	10	2	0	2	9	3	15	9	2	15	0	2	2	23	0	4	0	3	9	166	0	50	25	2	0	2	0	2	6	11	0	646.0
hsa-miR-195-5p	0	10	15	18	2	0	12	0	0	5	3	5	95	92	18	0	3	0	2	6	2	9	0	12	3	8	0	20	10	2	7	2	0	20	5	25	53	2	33	89	13	0	3	8	10	8	16	0	645.3399999999999
hsa-miR-18b-3p	3	2	15	11	0	2	12	0	0	5	2	3	9	197	5	0	0	7	7	5	2	7	9	7	8	0	0	0	15	0	16	0	0	2	0	5	165	0	63	6	2	0	5	0	9	8	20	0	634.0
hsa-miR-411-3p	0	2	2	32	0	0	0	0	7	0	0	0	160	172	17	0	2	0	0	0	0	0	0	2	0	0	3	2	0	0	0	2	0	0	7	2	25	0	12	133	4	0	9	0	0	0	7	0	602.0
hsa-miR-760	7	3	8	18	0	0	0	0	0	6	6	0	109	108	6	0	0	0	6	2	0	8	3	13	10	3	9	2	4	4	14	12	0	0	12	31	14	5	18	117	5	3	2	2	2	9	11	4	596.0
hsa-miR-5001-3p	4	0	15	4	0	0	0	0	2	0	0	0	33	167	11	0	0	8	2	0	0	8	0	2	6	5	6	4	17	3	9	2	0	3	7	6	151	7	49	22	3	0	8	2	10	3	4	0	583.0
hsa-miR-4433b-3p	4	3	10	27	0	0	0	0	8	8	0	0	74	152	29	6	2	13	0	0	0	0	0	10	8	0	13	6	0	0	3	4	0	0	15	19	55	7	40	37	2	0	14	0	0	0	11	0	580.0
hsa-miR-4707-3p	19	10	3	4	0	4	0	0	5	9	0	2	53	6	5	5	0	19	0	113	2	25	0	0	3	7	6	10	10	0	0	0	17	0	8	25	87	8	62	30	2	0	0	0	7	2	11	0	579.0
hsa-miR-618	0	2	36	44	0	2	0	0	3	0	0	0	86	24	20	0	0	8	0	33	4	16	0	13	0	3	7	6	2	0	12	7	0	0	5	25	12	8	41	106	3	0	19	3	6	18	2	0	576.0
hsa-miR-6513-3p	0	0	18	4	0	3	4	0	2	2	0	0	67	144	8	4	0	7	0	3	2	3	0	0	14	2	0	2	5	0	8	0	2	2	6	6	67	0	40	130	3	0	2	5	4	0	7	0	576.0
hsa-miR-18b-5p	3	0	21	8	0	2	1	1	2	0	1	1	34	208	11	0	4	3	3	0	3	7	4	0	2	0	0	2	10	0	14	2	0	0	4	3	142	4	31	21	12	3	0	0	4	3	2	0	573.0
hsa-miR-365a-3p	7	15	33	12	0	0	8	0	2	3	0	3	31	113	8	0	1	8	4	6	6	10	0	13	2	0	7	5	4	1	7	4	0	0	7	38	27	8	19	28	9	0	20	3	23	77	6	2	570.5
hsa-miR-365b-3p	7	15	33	12	0	0	8	0	2	3	0	3	31	113	8	0	1	8	4	6	6	10	0	13	2	0	7	5	4	1	7	4	0	0	7	38	27	8	19	28	9	0	20	3	23	77	6	2	570.5
hsa-let-7g-3p	15	5	11	13	0	3	6	0	0	4	0	0	41	114	4	6	0	12	2	12	0	0	4	8	7	2	0	8	7	0	13	0	10	0	9	23	106	5	47	49	0	3	6	0	4	0	2	7	568.0
hsa-miR-10401-3p	9	9	11	0	0	0	29	4	0	4	4	4	23	41	0	4	17	4	8	7	2	7	14	15	11	17	8	9	24	13	44	8	0	8	16	21	65	2	10	18	6	2	12	2	0	36	6	6	559.8399999999999
hsa-miR-4746-5p	0	0	13	6	0	6	9	0	2	2	0	0	73	159	5	4	4	3	3	9	0	10	0	6	2	3	0	0	7	0	6	2	0	0	3	6	44	0	31	119	6	0	2	0	2	0	10	0	557.0
hsa-miR-3130-5p	12	0	36	24	0	0	0	0	2	4	0	3	62	4	15	0	6	3	5	14	0	8	0	8	23	7	0	0	27	0	11	0	14	0	4	8	127	4	63	36	0	0	7	3	0	0	14	3	557.0
hsa-miR-337-3p	4	0	9	10	0	0	0	0	0	0	0	0	122	197	0	0	4	2	0	0	2	0	0	2	3	0	0	0	0	0	0	2	0	0	5	5	34	0	25	120	3	2	5	0	0	0	0	0	556.0
hsa-miR-4685-3p	11	12	22	2	0	0	9	2	4	0	0	0	25	90	0	3	8	12	10	0	2	11	9	10	13	5	0	2	46	3	22	0	3	18	0	15	74	5	14	10	2	5	11	4	10	25	17	3	549.0
hsa-miR-11401	0	4	18	18	0	0	0	0	0	0	0	0	34	102	19	0	11	6	4	2	7	0	2	7	0	0	0	0	5	0	0	0	0	0	6	10	146	5	36	60	0	2	7	0	0	33	2	0	546.0
hsa-miR-329-3p	0	0	18	11	0	2	0	0	0	0	0	0	161	121	11	0	2	0	0	0	0	5	0	6	2	0	6	0	2	0	0	3	0	0	2	14	52	0	20	92	0	0	0	3	0	0	7	0	540.0
hsa-miR-3614-5p	3	14	12	2	0	0	10	0	0	0	2	0	26	36	4	0	8	9	11	138	0	19	7	10	30	4	3	6	4	0	24	15	11	0	12	18	5	4	18	16	6	3	0	3	0	26	4	10	533.0
hsa-miR-652-5p	3	5	10	12	0	0	0	0	4	0	0	7	127	146	14	2	2	4	2	5	0	0	0	0	0	4	7	0	0	5	2	2	0	0	0	7	38	0	40	58	2	0	4	3	2	0	6	5	528.0
hsa-miR-205-5p	15	31	39	9	5	7	10	6	2	10	7	6	2	13	11	14	5	16	14	0	6	14	0	15	6	2	0	6	4	0	4	0	0	0	20	36	35	20	4	11	19	4	21	26	15	17	4	13	524.0
hsa-miR-125a-3p	4	3	11	19	0	7	0	0	0	0	0	0	125	51	11	0	0	4	0	10	2	4	2	0	6	3	4	2	0	4	6	2	8	0	3	13	3	7	14	171	6	0	0	0	3	2	5	0	515.0
hsa-miR-4516	15	0	0	0	0	0	3	2	0	0	0	0	3	5	0	0	5	9	0	35	0	0	7	42	6	17	8	0	8	2	37	21	8	0	3	86	59	11	4	11	0	2	29	9	2	13	11	42	515.0
hsa-miR-6741-3p	5	7	5	6	0	8	8	11	11	7	9	2	93	52	7	12	8	3	6	0	9	5	7	12	0	6	2	4	8	0	7	3	0	2	10	8	29	0	22	39	4	0	18	6	7	22	23	0	513.0
hsa-miR-29c-5p	2	0	9	10	0	0	0	3	0	0	0	0	80	115	15	3	8	7	0	8	0	0	3	7	3	0	3	2	7	0	5	0	4	0	2	22	33	2	17	89	2	0	6	0	3	38	2	0	510.0
hsa-miR-1275	26	0	4	0	0	0	7	7	0	0	0	0	43	28	0	0	6	24	8	0	2	0	72	25	0	0	3	0	3	0	19	0	0	0	6	135	2	8	9	20	0	7	15	0	19	4	7	0	509.0
hsa-miR-1538	2	0	14	11	0	2	0	0	0	0	3	0	121	74	8	2	3	5	4	9	4	8	0	9	8	0	0	0	7	2	5	2	2	0	6	2	27	0	35	92	2	3	4	4	2	0	16	0	498.0
hsa-miR-1271-5p	0	0	10	8	0	4	0	0	0	3	0	2	94	224	16	0	0	0	2	3	0	9	2	13	0	0	2	0	0	0	3	0	0	0	0	12	22	0	21	23	5	0	2	0	4	0	11	0	495.0
hsa-miR-3677-3p	3	0	7	4	0	0	12	5	2	4	0	0	74	56	14	12	7	2	0	7	10	3	2	0	19	10	6	0	8	0	10	3	18	5	4	10	58	10	28	42	2	0	9	0	5	5	15	2	493.0
hsa-miR-1284	2	5	6	4	0	0	2	0	2	0	0	0	63	130	10	0	0	3	2	32	2	2	0	3	12	8	0	0	4	2	4	0	12	2	2	4	74	0	43	22	0	0	14	5	2	6	6	0	490.0
hsa-miR-382-5p	2	0	3	6	0	0	0	0	0	0	0	0	108	146	4	0	0	0	2	0	0	0	0	0	0	0	0	2	2	0	2	0	0	0	6	11	28	0	5	137	0	0	5	0	0	0	6	0	475.0
hsa-miR-3177-3p	0	4	7	9	0	5	4	2	3	0	4	0	93	147	18	3	0	4	0	4	0	0	0	2	0	0	0	0	0	0	2	2	0	0	3	12	18	2	19	96	5	0	0	0	0	0	4	0	472.0
hsa-miR-873-5p	0	26	15	25	3	8	0	2	0	5	0	0	22	53	25	0	6	13	0	79	2	5	3	9	2	0	0	10	7	2	19	10	0	4	2	14	12	2	22	24	4	0	6	13	0	4	13	0	471.0
hsa-miR-4645-3p	0	0	14	11	0	0	0	0	0	0	0	0	103	97	18	0	4	0	0	0	0	4	0	4	3	0	3	0	0	2	2	2	0	2	6	10	11	7	31	128	0	0	2	2	0	0	2	2	470.0
hsa-miR-3613-5p	0	4	11	10	0	2	5	0	0	0	0	3	45	115	11	0	2	4	0	8	0	4	0	10	0	4	0	0	3	2	22	5	4	0	4	8	86	0	19	49	6	3	2	7	7	3	0	0	468.0
hsa-miR-193a-5p	2	0	9	6	0	0	0	0	0	0	0	0	119	123	5	0	0	0	2	13	0	2	0	2	11	0	0	2	3	0	11	5	0	0	0	3	2	0	4	117	2	0	0	0	5	0	6	14	468.0
hsa-miR-379-3p	0	0	0	8	0	0	0	0	0	0	0	0	176	100	6	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	4	0	0	2	0	21	0	12	123	4	0	0	0	0	2	2	0	466.0
hsa-miR-452-5p	2	10	6	17	0	0	2	2	4	7	4	0	50	51	23	0	0	0	0	0	0	17	0	0	20	2	0	5	0	0	0	6	0	6	13	2	31	0	12	91	2	0	0	0	3	4	2	65	459.0
hsa-miR-873-3p	3	12	11	9	5	4	3	0	0	0	0	2	14	50	21	2	4	6	2	167	0	4	2	2	0	0	2	10	0	0	0	0	2	0	9	16	8	2	21	27	0	2	14	8	2	4	6	3	459.0
hsa-miR-1306-3p	5	2	18	8	0	2	0	0	0	0	2	0	65	134	17	0	2	3	2	9	2	2	0	2	10	0	0	0	4	0	6	4	0	3	2	3	40	7	14	79	0	2	5	0	4	0	0	0	458.0
hsa-miR-495-3p	0	0	11	8	0	0	0	0	0	0	0	0	121	177	2	0	0	3	0	0	0	6	0	4	0	0	0	2	0	0	5	0	0	0	5	2	20	0	11	67	3	0	5	0	0	2	2	0	456.0
hsa-miR-1287-5p	4	0	2	8	0	3	0	0	2	0	0	0	76	134	6	0	2	0	7	3	0	4	0	14	0	0	3	0	11	0	4	0	0	0	6	11	50	0	16	76	0	0	2	2	0	4	4	0	454.0
hsa-miR-374b-3p	3	0	0	15	0	0	0	0	4	2	0	2	119	81	4	0	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	7	17	0	28	151	2	0	3	0	0	0	3	0	452.0
hsa-miR-1908-5p	0	0	7	2	0	0	2	0	0	0	0	0	86	225	0	0	0	2	3	0	0	0	0	9	0	0	0	0	0	0	0	2	0	3	5	2	9	2	5	72	0	2	0	0	0	3	9	0	450.0
hsa-miR-125b-1-3p	8	6	5	6	0	0	2	0	0	0	0	0	14	0	3	0	0	0	0	4	3	11	7	5	20	4	2	6	11	0	49	31	2	8	6	22	35	7	27	15	0	3	5	0	7	40	8	63	445.0
hsa-miR-6837-3p	11	0	9	12	0	4	0	0	0	2	0	0	72	95	13	0	4	4	4	8	0	2	4	5	0	0	0	0	6	2	0	2	0	0	7	9	20	9	18	104	0	0	2	2	0	9	4	0	443.0
hsa-miR-1270	11	3	8	10	2	0	0	2	0	5	0	0	55	91	4	5	0	4	2	7	0	4	0	0	10	2	0	4	2	0	9	0	4	3	2	10	45	2	34	76	0	2	0	2	0	9	3	3	435.0
hsa-miR-376a-5p	0	0	2	23	0	0	0	0	2	0	0	0	76	111	11	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	12	0	19	160	0	3	0	0	0	2	0	0	432.0
hsa-miR-3138	0	2	17	9	0	0	2	0	0	0	0	0	78	91	15	3	4	0	0	4	0	5	2	3	9	0	2	3	3	2	2	2	0	2	9	7	30	0	26	85	0	0	2	0	5	0	7	0	431.0
hsa-miR-1255a	0	0	14	6	3	0	0	0	0	3	0	0	68	39	0	5	0	0	7	0	5	0	0	0	2	0	0	0	4	0	2	2	0	0	10	2	37	0	15	190	2	0	7	0	0	0	2	0	425.0
hsa-miR-4286	6	0	12	5	0	0	2	0	0	0	0	0	117	80	9	0	6	3	3	16	2	3	0	4	0	0	0	0	0	0	0	0	0	0	0	26	23	6	27	44	2	0	4	0	0	4	19	0	423.0
hsa-miR-183-3p	0	0	0	3	2	0	2	0	0	0	0	0	19	176	5	3	0	6	2	0	2	0	0	0	3	0	0	5	8	0	0	3	0	0	4	11	121	0	29	12	0	0	0	3	0	0	0	2	421.0
hsa-miR-3912-3p	6	2	9	7	0	0	4	0	0	2	0	0	33	77	6	0	3	0	0	0	3	3	0	3	4	3	0	6	9	2	8	0	0	0	3	13	102	0	25	50	0	2	2	4	0	22	5	0	418.0
hsa-miR-1249-3p	0	10	0	0	0	9	6	2	0	24	0	10	19	18	0	32	4	15	12	4	13	28	2	4	0	14	6	0	6	5	2	0	0	4	14	11	11	6	0	25	12	3	18	17	12	17	18	0	413.0
hsa-miR-3074-5p	0	0	15	8	0	0	0	0	0	0	0	2	41	67	12	0	15	6	0	2	0	2	0	4	2	0	3	0	8	0	0	0	0	0	2	12	100	2	37	48	2	4	0	2	0	0	9	0	405.0
hsa-miR-378d	5	2	13	0	1	0	3	0	0	0	0	2	32	50	8	0	1	1	2	12	4	0	0	5	1	1	4	4	3	0	8	0	5	2	6	24	44	2	21	26	4	2	6	0	9	88	4	3	403.3
hsa-miR-6509-5p	3	5	12	2	0	0	0	0	0	0	4	0	47	59	14	0	4	0	7	21	0	4	0	8	13	5	0	7	13	0	12	6	0	2	6	6	19	2	25	35	2	3	12	0	5	31	2	6	402.0
hsa-miR-2115-3p	0	0	21	16	0	2	0	0	0	6	0	2	60	43	16	3	0	5	4	24	0	8	0	6	0	0	0	0	0	4	4	4	0	0	10	8	6	8	37	86	3	0	2	0	7	0	4	0	399.0
hsa-miR-4742-3p	4	9	13	11	0	2	0	0	2	0	0	2	27	85	2	0	0	3	10	2	5	2	0	2	11	0	0	2	8	0	7	2	0	0	0	4	76	0	34	29	0	0	6	5	7	16	5	0	393.0
hsa-miR-4511	3	0	7	4	0	0	0	2	0	0	0	0	36	66	4	2	0	2	4	3	0	4	0	2	0	0	0	2	0	0	3	4	0	2	2	4	94	0	66	61	2	0	0	0	0	6	2	0	387.0
hsa-miR-4677-3p	0	0	20	11	0	4	0	0	0	3	0	0	52	68	9	2	0	5	6	5	0	2	2	0	3	0	0	0	2	0	3	0	2	0	6	2	33	6	18	81	5	0	5	0	5	15	8	2	385.0
hsa-miR-377-3p	0	0	8	34	0	0	0	0	2	4	0	0	62	99	21	2	0	0	0	0	2	3	0	2	0	0	0	2	3	0	0	2	0	0	7	2	21	0	5	85	10	0	0	3	0	0	3	0	382.0
hsa-miR-1304-5p	3	6	3	8	0	0	2	0	2	2	0	0	46	113	9	0	0	9	2	2	0	0	0	0	0	5	0	0	4	2	2	0	4	0	11	3	65	0	30	30	2	0	0	0	0	9	8	0	382.0
hsa-miR-3127-5p	2	2	5	2	0	0	4	0	4	2	6	0	46	71	16	0	0	3	4	8	0	4	2	2	6	5	7	3	16	0	2	0	0	0	0	5	56	0	31	34	0	0	7	4	0	15	7	0	381.0
hsa-miR-3157-3p	4	3	5	13	0	0	3	0	4	0	0	0	11	96	0	0	0	11	0	22	0	4	4	0	14	0	2	0	5	2	5	0	0	0	4	19	58	6	23	31	0	2	13	2	2	0	8	2	378.0
hsa-miR-4482-3p	2	9	2	0	2	0	15	2	4	17	5	2	19	4	0	4	10	14	2	6	8	0	4	2	9	0	6	0	10	0	0	0	5	0	4	13	94	3	6	30	0	0	0	8	45	8	0	0	374.0
hsa-miR-7848-3p	2	0	6	7	0	0	0	0	2	2	0	0	93	72	2	0	0	2	4	4	2	8	0	8	0	0	2	2	0	0	0	0	0	0	5	10	12	2	22	93	0	0	0	0	0	2	6	3	373.0
hsa-miR-31-5p	27	0	16	20	0	3	12	0	2	0	0	0	13	54	8	0	0	15	0	3	2	2	3	15	0	0	0	3	0	0	8	2	0	0	5	84	23	3	14	7	0	8	11	0	0	0	6	3	372.0
hsa-miR-200c-3p	5	0	3	13	0	0	0	0	2	0	0	0	100	94	0	0	0	11	0	0	0	4	0	4	0	0	0	4	0	0	0	2	0	0	0	13	16	4	9	81	0	2	2	0	0	2	0	0	371.0
hsa-miR-4492	0	0	0	2	0	0	0	0	0	0	0	0	109	85	2	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	7	17	3	0	5	9	10	5	4	102	0	0	0	0	0	2	0	4	369.5
hsa-miR-6866-5p	7	13	16	11	0	0	3	0	0	4	0	0	41	74	10	0	3	0	0	13	0	4	0	0	0	0	0	0	6	0	10	2	0	0	5	5	55	0	24	46	0	0	4	0	0	6	0	0	362.0
hsa-miR-455-5p	10	6	2	0	0	0	3	0	0	0	0	0	0	3	2	0	0	2	0	0	0	3	0	10	3	2	4	0	0	0	6	12	0	0	0	30	2	0	0	2	0	0	15	0	15	196	2	26	356.0
hsa-miR-376a-3p	2	0	2	17	0	0	0	0	0	0	0	0	82	96	2	0	4	2	0	0	2	0	0	0	0	0	6	5	0	0	3	0	0	0	6	8	30	0	0	75	5	0	0	0	0	0	8	0	355.0
hsa-miR-668-3p	0	2	4	13	0	0	2	0	2	0	0	0	114	66	27	0	0	0	4	0	0	5	0	2	0	0	0	0	0	0	2	3	0	0	0	0	14	2	7	78	2	0	2	0	0	2	2	0	355.0
hsa-miR-2355-3p	5	0	2	13	0	0	2	0	3	0	0	0	53	95	4	0	7	0	4	22	0	7	0	11	0	2	0	0	0	0	5	0	0	0	6	9	15	0	4	75	0	2	0	4	0	2	2	0	354.0
hsa-miR-6803-3p	5	7	9	0	0	2	0	0	2	7	4	2	35	47	9	2	5	10	15	0	0	7	3	22	0	2	2	0	15	2	5	3	0	8	2	5	42	2	20	12	0	2	4	2	3	16	12	0	352.0
hsa-miR-200a-3p	2	13	6	0	0	3	7	0	2	2	4	3	27	34	4	0	0	4	11	4	0	7	0	7	17	5	2	0	11	6	9	6	0	0	21	19	19	6	3	20	8	0	3	5	5	20	18	4	347.0
hsa-miR-10a-3p	5	8	28	7	0	5	5	0	0	0	4	0	36	15	4	7	3	5	0	5	2	2	3	12	3	0	6	15	5	2	2	6	0	0	10	44	24	5	5	31	2	0	6	3	3	0	16	2	346.0
hsa-miR-1197	2	0	2	10	0	0	0	0	3	0	0	0	55	73	7	3	2	0	0	0	0	6	0	5	0	0	0	0	0	0	5	3	0	0	3	6	29	0	17	106	2	0	0	0	0	2	5	0	346.0
hsa-miR-296-5p	3	4	8	6	0	0	7	4	2	0	0	2	24	91	5	2	0	9	3	4	0	0	0	7	3	0	0	0	0	0	5	0	0	0	4	30	61	2	14	9	0	0	6	3	4	6	0	2	330.0
hsa-miR-190a-5p	0	2	0	3	2	0	6	6	0	0	0	0	51	120	0	0	7	6	4	0	0	0	3	0	3	0	0	0	2	3	2	0	0	0	2	0	33	2	20	43	2	4	0	0	0	2	0	0	328.0
hsa-miR-197-5p	0	3	10	0	0	0	2	0	0	0	0	0	34	69	0	0	5	2	3	16	2	0	0	3	8	0	0	3	11	2	7	0	2	0	7	5	77	3	22	21	0	0	2	0	0	2	2	0	323.0
hsa-miR-1226-3p	5	13	4	6	3	13	4	8	4	4	10	0	18	26	0	3	12	6	2	6	6	27	4	5	4	5	8	3	0	2	14	5	7	9	3	4	11	6	2	3	5	0	9	2	2	2	12	10	317.0
hsa-miR-5189-3p	0	0	18	3	0	0	2	0	0	2	0	0	63	2	3	0	2	7	0	3	0	2	0	6	0	2	3	0	12	0	5	2	0	0	4	3	49	0	38	69	0	3	0	2	0	0	10	0	315.0
hsa-miR-6859-5p	0	0	4	2	0	2	0	0	2	0	0	0	59	93	10	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	3	2	24	0	22	75	2	0	2	0	2	0	0	0	313.44
hsa-miR-6772-3p	0	0	4	2	0	0	0	0	6	0	0	0	113	51	2	0	0	2	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	10	0	13	87	0	0	7	0	0	3	3	0	310.0
hsa-miR-1908-3p	3	0	2	4	0	5	8	2	3	7	3	0	37	47	7	2	5	4	7	2	2	10	0	8	7	2	0	0	8	4	2	5	0	4	14	2	15	0	7	27	7	6	4	3	2	0	16	5	308.0
hsa-miR-5683	0	0	5	5	0	0	0	4	0	0	0	0	77	30	0	0	0	0	0	0	2	5	0	5	0	3	0	0	2	0	4	0	0	2	0	0	10	5	9	131	0	0	0	2	0	0	5	0	306.0
hsa-miR-1294	4	6	7	3	0	0	0	0	0	2	2	0	23	60	2	0	0	4	0	5	0	6	2	9	6	4	0	2	6	2	20	3	0	0	4	2	36	2	25	38	3	5	4	0	0	2	6	0	305.0
hsa-miR-4785	0	0	8	11	0	2	2	0	2	0	0	0	49	73	9	0	0	2	2	6	0	2	0	4	4	0	2	0	4	0	2	0	2	0	4	2	31	0	26	49	0	2	0	0	0	5	0	0	305.0
hsa-miR-3940-3p	4	0	6	7	0	0	0	0	3	4	0	0	14	92	6	0	3	0	2	0	0	0	0	3	0	2	0	0	8	0	0	0	0	0	0	21	68	3	14	15	0	3	5	0	0	6	0	0	289.0
hsa-miR-193a-3p	3	8	15	9	0	0	8	0	5	6	0	0	5	24	3	7	0	2	0	5	2	2	3	0	0	3	0	11	0	0	5	3	7	3	0	10	17	0	6	15	0	7	2	3	5	67	0	9	280.0
hsa-miR-503-5p	0	0	0	4	0	0	0	0	2	2	0	0	17	88	3	0	0	2	5	13	0	3	0	3	0	0	0	2	0	0	14	4	7	0	0	3	17	2	14	57	0	0	3	0	2	0	2	0	269.0
hsa-miR-378a-5p	2	0	16	4	0	0	0	0	0	0	0	0	29	66	2	2	3	0	0	2	3	0	3	9	7	2	0	0	0	0	0	2	0	0	0	15	37	0	10	21	2	0	9	0	0	17	0	0	263.0
hsa-miR-548ax	2	0	2	8	0	0	0	0	0	0	2	0	75	81	2	0	3	0	0	0	0	0	0	3	0	0	2	0	0	0	3	0	0	0	11	0	15	0	9	42	0	0	2	0	0	0	0	0	262.0
hsa-miR-2277-3p	0	2	8	11	0	4	0	0	0	0	0	0	30	78	3	2	2	2	0	12	0	2	0	2	0	0	0	0	4	0	4	0	2	0	5	8	22	0	14	36	0	5	3	0	0	0	0	0	261.0
hsa-miR-3178	16	0	0	0	0	0	23	2	0	0	2	0	3	0	0	0	7	10	2	18	0	0	3	49	0	0	5	2	2	0	8	3	0	0	0	32	18	3	0	2	5	10	19	0	5	2	9	0	260.0
hsa-miR-6862-5p	0	0	2	5	0	0	0	4	0	2	0	0	50	59	4	0	0	0	5	0	2	2	0	4	0	5	0	8	7	2	2	0	0	3	14	5	16	2	4	38	3	0	0	3	0	3	0	4	258.0
hsa-miR-671-5p	7	0	5	5	0	0	0	0	3	0	0	0	18	81	7	4	4	5	3	3	0	0	0	5	2	0	6	2	0	2	2	10	0	4	0	6	7	0	9	34	0	0	8	2	0	0	5	8	257.0
hsa-miR-8061	0	5	0	0	0	0	5	0	0	0	0	0	3	3	0	0	0	0	0	5	2	7	2	2	7	6	0	0	0	2	2	11	2	0	16	9	0	13	0	0	0	0	0	0	3	0	0	151	256.0
hsa-miR-380-3p	0	0	0	9	0	0	0	0	3	0	0	0	53	83	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	4	5	24	0	6	54	2	0	0	3	0	0	0	0	254.0
hsa-miR-10396b-5p	20	9	0	1	0	0	1	6	5	0	1	4	1	1	1	2	7	5	8	3	0	4	0	18	0	14	0	5	0	5	1	1	2	0	7	49	13	5	0	1	6	5	25	0	3	3	9	1	253.92
hsa-miR-429	5	8	12	2	0	0	0	0	5	3	0	4	20	13	9	3	4	0	2	3	7	3	0	9	5	4	0	3	0	0	2	3	0	0	6	14	31	0	10	15	5	0	7	5	5	13	6	6	252.0
hsa-miR-4772-5p	0	4	0	4	2	2	0	0	0	2	0	0	24	47	3	0	0	3	2	13	2	17	0	6	0	0	5	0	4	2	4	2	0	0	4	15	23	7	20	22	2	0	4	2	2	2	0	0	251.0
hsa-miR-627-3p	3	2	3	6	0	0	0	2	5	3	0	0	47	65	4	0	0	0	0	0	0	5	5	0	0	0	0	2	0	0	0	0	0	0	0	7	18	0	7	53	2	0	6	0	0	0	0	0	245.0
hsa-miR-127-5p	0	0	4	6	0	0	0	0	0	0	0	0	66	48	5	0	3	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	5	3	16	0	2	75	0	0	0	2	0	0	2	0	241.0
hsa-miR-1323	0	211	2	2	0	2	0	0	5	0	0	0	0	0	0	0	0	9	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	240.0
hsa-miR-665	0	0	0	2	0	0	0	0	0	0	0	0	60	72	6	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	2	2	0	0	0	7	11	0	2	63	0	0	4	0	0	0	0	0	238.0
hsa-miR-505-5p	2	0	0	6	0	2	0	0	0	0	2	3	41	81	8	0	0	2	0	0	0	0	0	0	0	0	2	0	2	0	3	2	0	0	0	2	13	0	3	30	0	0	0	0	6	20	8	0	238.0
hsa-miR-34a-5p	0	6	2	5	0	0	0	0	0	0	0	0	24	19	0	0	0	0	2	2	2	4	0	5	13	0	0	0	0	0	81	38	2	0	0	0	0	0	2	21	0	0	0	0	3	3	0	3	237.0
hsa-miR-299-3p	0	0	2	4	0	0	0	0	0	0	0	0	51	54	6	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	11	4	12	0	0	79	2	0	0	0	0	2	0	0	235.0
