name	SRX3848837	SRX3848836	SRX3848835	SRX3848834	SRX3848833	SRX3848832	SRX3848831	SRX3848830	SRX3848839	SRX3848838	SRX3848843	SRX3848840	SRX3848841	SRX3848846	SRX3848847	SRX3848844	SRX3848845	SRX3848848	SRX3848849	SRX3848792	SRX3848793	SRX3848790	SRX3848791	SRX3848796	SRX3848797	SRX3848794	SRX3848795	SRX3848798	SRX3848799	SRX3848851	SRX3848850	SRX3848853	SRX3848852	SRX3848855	SRX3848854	SRX3848857	SRX3848856	SRX3848859	SRX3848858	SRX3848781	SRX3848780	SRX3848783	SRX3848782	SRX3848785	SRX3848784	SRX3848787	SRX3848786	SRX3848789	SRX3848788	SRX3848864	SRX3848865	SRX3848866	SRX3848867	SRX3848860	SRX3848861	SRX3848862	SRX3848863	SRX3848868	SRX3848869	SRX3848883	SRX3848880	SRX3848881	SRX3848879	SRX3848878	SRX3848873	SRX3848872	SRX3848871	SRX3848870	SRX3848877	SRX3848876	SRX3848875	SRX3848874	SRX3848808	SRX3848809	SRX3848806	SRX3848807	SRX3848804	SRX3848805	SRX3848803	SRX3848800	SRX3848801	SRX3848819	SRX3848818	SRX3848815	SRX3848814	SRX3848817	SRX3848816	SRX3848811	SRX3848810	SRX3848813	SRX3848812	SRX3848820	SRX3848821	SRX3848822	SRX3848823	SRX3848824	SRX3848825	SRX3848826	SRX3848827	SRX3848828	SRX3848829
hsa-miR-181c-5p	256	165	121	78	98	68	1461	4499	187	59	28	292	11	0	2	2	2	0	2	36	44	4	12	166	22	77	14	12	2	2	0	3	0	105	6	174	53	93	84	51	1737	1717	1411	141	919	1402	1134	3505	563	11	0	15	54	21	72	89	0	35	20	214	64	4	8	235	112	36	10	29	181	244	23	96	541	3687	1229	438	395	252	2	1000	1852	1001	100	178	3	642	759	165	10	0	177	1683	1019	0	394	29	4107	15	288	10171	8	52538.0
hsa-miR-483-3p	2	0	0	0	0	2	58	55	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	0	0	1828	0	1723	1966	3534	1648	4	80	393	466	73	2437	21	180	130	143	296	2	28	53	3600	2588	2370	483	48	10	7525	4288	2171	537	55	908	52	26	75	280	1061	6072	964	883	25	384	43	120	61	0	276	102	129	14	13	0	723	804	62	0	0	13	258	11	0	138	0	7	0	80	54	0	52444.0
hsa-miR-485-5p	232	181	22	75	160	2004	1062	687	213	5995	0	90	0	7	0	15	3	7	2	2	0	0	3	2	0	4	0	128	91	5	2	4	6	1014	24	1022	400	780	807	160	902	2575	2022	264	1751	897	1167	5418	809	117	6	77	67	97	365	659	101	103	76	1593	867	231	64	230	476	45	20	84	1201	785	723	590	196	1149	1320	81	44	43	52	90	564	702	50	221	56	599	322	328	58	57	2311	1563	73	16	77	579	654	194	65	892	430	52377.0
hsa-miR-215-5p	312	276	46	36	168	1398	54	274	267	10228	46	78	4	0	13	0	1	0	2	3	13	2	11	44	12	14	3	150	128	1	1	0	0	2032	4	1705	4494	6011	4614	60	9	43	10	2	63	12	17	52	26	380	0	28	26	1418	1201	3111	220	41	60	43	49	15	2	41	18	3	0	22	24	18	11	7	107	45	996	53	117	142	63	371	137	103	22	75	105	123	993	27	85	79	46	284	36	19	2200	532	115	209	157	3814	479	50999.0
hsa-miR-125b-2-3p	3052	864	396	375	348	343	34	129	624	403	72	1381	108	4	15	2	0	0	3	663	1952	1141	54	3358	130	1844	162	16	43	0	0	2	0	357	12	229	168	277	140	27	49	147	123	14	360	73	85	106	212	22	13	179	57	16	76	178	12	320	19	2668	3181	952	96	2867	2040	123	95	190	6519	2930	2090	3327	291	111	261	39	108	37	4	188	95	178	35	13	23	311	336	39	33	2	21	216	13	4	137	44	105	49	58	307	60	50985.0
hsa-miR-337-5p	0	0	0	0	0	0	205	1807	3	0	0	4	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	84	0	363	11	155	224	330	2517	3007	3707	887	1584	6256	2268	12700	4148	40	0	0	27	67	33	45	0	3	0	206	514	194	60	330	362	8	3	13	818	131	190	206	46	1916	606	16	23	19	0	46	162	191	10	49	0	170	205	19	0	0	76	707	465	0	148	0	611	0	122	1665	0	50786.0
hsa-miR-195-5p	413	331	40	59	161	1626	222	651	289	10921	18	124	5	0	0	4	2	0	2	282	462	101	19	1659	57	1077	94	70	61	3	0	0	0	2	7	2	8	0	0	14	45	62	141	3	210	59	21	191	381	0	10	116	50	2	23	15	0	242	34	1605	2899	584	75	4484	921	164	123	168	8188	1744	1736	1750	202	637	304	20	60	61	12	144	124	163	18	9	30	136	387	10	30	22	54	217	57	8	136	219	873	87	15	1032	193	50088.7
hsa-miR-532-3p	4193	1339	339	403	602	1264	235	796	1230	6967	34	2825	83	0	9	0	0	0	0	58	72	26	8	193	41	137	11	156	102	7	0	0	0	830	12	780	388	936	612	52	309	1177	609	65	3235	342	1775	652	1185	94	0	13	90	79	213	174	26	57	12	378	184	75	59	291	152	26	7	48	720	389	217	219	547	846	809	170	504	207	63	474	258	506	91	55	218	270	553	262	355	26	75	616	257	18	642	162	1072	302	264	1682	239	49155.0
hsa-miR-223-5p	424	228	51	22	109	421	1857	2524	387	2835	26	528	14	0	12	19	50	0	16	0	0	0	0	2	0	0	0	12	16	0	5	11	0	7	13	0	0	0	2	59	855	1881	1163	153	513	2123	1534	3512	319	2	0	6	54	3	33	2	0	15	7	24	39	5	10	64	398	8	0	23	81	144	14	39	521	2729	1041	339	548	507	14	1298	2179	1464	188	145	15	835	1179	233	8	7	195	1543	510	3	291	138	4128	23	748	4941	99	48543.0
hsa-miR-758-3p	0	0	0	0	0	0	603	1267	2	2	0	0	0	0	0	0	0	0	0	5	0	0	0	4	0	0	0	5	0	0	0	0	0	221	4	205	248	210	329	260	2625	4378	5243	433	977	2729	4011	12553	492	44	0	3	31	67	101	158	38	12	0	235	274	40	16	105	133	0	0	0	486	194	189	196	129	2012	833	155	36	14	0	159	348	338	20	292	0	291	148	430	2	0	132	1221	337	0	32	6	772	0	109	1450	0	48394.0
hsa-miR-378c	2449	1216	364	413	1333	3152	160	687	1517	14573	33	1948	63	0	14	4	0	4	0	14	19	5	25	78	26	78	10	255	218	5	0	1	0	81	12	34	105	65	112	65	154	425	208	41	216	523	460	450	722	45	0	39	123	11	93	53	63	105	75	267	120	37	19	368	152	6	9	47	245	362	88	149	405	570	810	342	348	118	97	522	220	511	146	159	173	336	867	358	143	98	98	406	142	49	361	1229	797	379	144	1434	862	46930.0
hsa-miR-221-5p	489	320	108	59	63	126	3068	3681	168	37	39	449	3	7	9	4	32	69	8	7	98	4	5	177	4	25	2	13	0	0	13	18	17	107	63	216	23	134	92	46	684	1260	1106	91	349	598	827	3328	250	0	0	6	19	14	22	46	0	14	0	186	107	9	15	410	92	5	5	18	689	134	59	47	296	4128	1011	189	163	196	0	603	3564	1537	87	107	5	742	712	125	4	0	357	1997	332	0	263	19	3484	23	179	6156	43	46515.0
hsa-miR-136-5p	7	15	5	5	4	40	548	1753	11	497	4	5	0	0	0	0	10	0	5	12	17	0	0	40	4	3	2	6	5	0	0	0	2	230	14	727	163	382	630	359	1243	1513	2315	487	1432	3552	1466	11821	2833	305	0	40	73	204	207	315	47	69	12	285	436	89	44	474	372	41	24	67	969	262	234	228	202	2751	871	73	37	18	0	59	277	286	9	139	2	309	214	114	2	0	167	1044	472	2	66	15	754	18	84	1298	22	46269.0
hsa-miR-26b-3p	646	322	79	86	68	83	1432	3147	212	17	54	465	15	0	13	0	3	0	2	65	159	27	16	418	48	159	69	6	20	7	3	0	0	36	17	100	53	98	75	40	671	1418	1030	89	654	987	736	2454	554	6	0	24	41	15	46	43	4	36	0	393	239	57	11	852	244	22	14	40	611	279	262	276	1066	2908	866	378	746	581	0	1513	1401	1032	248	161	0	475	926	482	4	2	112	1016	447	0	636	23	3157	28	384	6454	15	45229.0
hsa-miR-338-5p	1427	1249	156	218	420	2648	350	1272	952	17141	25	595	95	0	7	2	10	0	0	5	6	0	2	24	4	21	4	100	92	8	3	2	0	203	7	270	111	445	235	20	261	599	355	40	249	905	312	1059	124	18	29	496	203	48	116	227	0	887	41	59	71	33	5	44	165	307	237	518	61	119	31	49	303	676	294	151	212	137	48	312	341	309	52	19	55	217	657	23	45	36	110	382	172	7	359	435	821	133	257	2237	311	44908.0
hsa-miR-212-3p	249	270	25	43	166	1512	24	21	236	9777	0	96	4	0	0	0	0	0	0	0	8	4	3	40	0	9	0	32	37	0	0	0	0	4	0	0	8	2	0	0	6	27	15	0	18	7	15	8	13	0	0	18	9	8	38	8	0	32	23	3473	4715	1659	158	1615	1280	2	0	16	6985	2232	5144	2747	37	16	16	26	14	13	42	40	14	18	0	4	30	8	51	9	34	26	16	20	5	7	16	206	32	88	0	60	217	43906.0
hsa-miR-20a-5p	136	116	21	13	47	304	736	2382	147	2405	3	161	12	0	3	0	0	0	3	15	49	2	3	115	2	51	8	3	3	0	0	0	0	12	0	17	6	14	11	62	1610	1549	1974	62	1150	1155	1318	2764	1764	0	0	0	37	4	27	6	0	26	0	102	138	53	12	710	80	11	0	13	387	81	72	177	883	1878	808	45	151	117	0	175	987	829	19	27	6	277	933	13	0	2	27	770	1463	0	367	52	3604	7	249	7323	14	43168.01999999999
hsa-miR-34b-5p	11206	5176	2501	1177	2124	1291	2	2	6705	870	0	7652	634	0	0	0	0	0	0	7	56	6	26	115	72	53	2	4	0	0	0	0	0	96	0	144	104	88	100	6	0	0	0	0	0	7	3	0	4	64	15	128	172	24	92	156	0	327	104	530	30	12	35	3	29	231	152	301	13	138	11	13	93	0	4	4	6	2	0	6	0	0	2	0	3	2	14	0	0	0	2	6	7	0	0	12	2	0	4	7	14	43003.0
hsa-miR-181a-2-3p	1472	720	236	275	386	297	930	2015	705	277	35	842	135	0	6	2	0	0	0	0	42	5	0	74	0	15	0	33	11	0	0	0	0	1346	6	1001	294	974	473	55	459	1225	783	65	964	402	747	1793	428	40	0	21	38	74	234	562	2	50	0	222	68	28	10	207	93	27	20	40	247	157	54	83	464	2319	1301	233	241	221	8	472	1084	928	177	91	13	672	1135	231	48	2	329	1320	197	3	352	29	3573	80	260	5299	34	42921.0
hsa-miR-9-3p	124	23	25	11	7	111	87	439	65	70	3	55	2	2	0	8	6	0	4	11	33	3	6	99	9	40	2	34	20	7	4	0	2	7	9	20	51	7	16	21	147	291	187	48	148	213	175	602	90	0	253	4556	889	0	2	15	0	10951	72	19	53	20	0	49	114	8805	2840	4608	97	40	18	47	65	323	222	12	12	13	21	45	143	182	7	2	25	105	315	2	26	10	19	180	359	2	201	458	539	69	77	1419	667	42312.07
hsa-miR-4732-5p	565	435	73	88	233	2523	479	547	511	16464	4	78	5	0	2	2	0	0	0	0	0	0	0	3	0	3	0	62	73	2	0	0	0	7	0	0	3	2	0	34	125	1150	276	13	915	106	417	284	802	0	0	13	162	3	27	8	0	36	26	16	28	10	0	1044	22	6	0	18	464	19	7	28	857	89	2972	132	242	158	29	221	734	1502	72	36	52	696	1771	100	39	32	153	1666	125	16	312	359	376	132	69	349	255	41769.0
hsa-miR-149-5p	359	206	127	124	90	30	6	40	252	22	8	461	33	2	5	2	3	2	3	248	565	100	49	2679	220	857	104	21	134	14	0	2	0	2245	24	9410	556	3921	4116	7	17	56	29	9	559	15	37	24	437	323	24	38	111	578	1413	1249	93	93	22	1167	1003	362	93	718	709	88	38	94	1208	638	1152	713	86	18	41	27	16	4	24	39	17	26	10	6	104	4	46	27	138	7	0	36	31	15	11	242	47	254	12	64	122	41631.0
hsa-miR-342-5p	3977	2100	988	622	1358	1860	503	1054	2402	924	14	5192	237	0	2	0	0	0	0	10	14	4	4	22	2	15	0	4	25	9	0	0	0	133	0	98	26	111	58	28	279	817	469	82	992	362	511	1039	306	4	5	65	35	14	126	65	0	100	19	81	34	9	2	63	39	39	32	48	99	51	12	21	580	1657	1263	215	417	131	6	308	857	865	74	85	9	634	941	76	4	2	160	990	151	4	214	49	2040	15	167	1931	43	41504.0
hsa-miR-1306-5p	329	336	38	73	215	1679	1503	1033	295	9964	6	119	4	0	0	3	3	0	0	0	0	5	11	4	0	21	2	38	53	0	0	0	0	201	4	66	51	111	57	4	78	381	132	22	799	61	344	180	113	13	12	93	65	81	227	178	3	169	17	521	192	88	31	38	131	69	55	72	89	176	160	72	954	268	3281	147	306	226	26	420	1756	2253	53	59	15	1201	1603	307	33	6	989	3039	228	3	191	144	570	72	280	989	112	40421.0
hsa-miR-196b-5p	420	330	39	62	179	1544	614	1110	253	11973	0	73	8	0	0	0	0	0	0	380	1072	294	30	3196	87	1615	189	185	202	0	0	0	2	195	5	155	77	247	95	24	278	472	486	20	449	268	289	1101	448	13	2	34	34	54	132	72	0	60	33	133	56	18	8	304	45	12	4	34	141	79	20	60	369	875	372	58	107	93	74	224	776	324	26	28	121	155	343	39	119	69	83	460	148	41	133	739	1241	371	88	2118	616	40023.67
hsa-miR-184	1509	832	103	322	623	7379	13	2	724	21277	0	367	67	0	0	0	0	0	0	8	7	0	41	69	2	30	0	276	269	5	2	0	0	356	0	391	33	216	134	2	4	5	2	4	9	10	5	4	9	0	3	117	54	15	49	222	2	156	96	24	52	10	0	74	58	21	19	154	39	17	24	0	17	2	19	9	10	4	122	12	6	29	4	20	183	8	14	11	151	139	176	11	6	53	4	1148	5	452	6	2	951	39891.0
hsa-miR-1-3p	144	155	14	24	72	612	1563	5205	112	6252	0	34	2	0	2	0	0	0	0	0	0	0	0	2	0	0	0	17	89	0	0	0	0	3	5	28	18	8	18	79	54	97	94	43	738	95	93	179	1618	6	2	26	116	6	24	15	0	249	27	81	116	13	7	346	184	236	169	371	183	60	61	86	20	1840	1310	24	25	19	10	153	2138	636	11	18	5	372	410	14	4	10	127	1743	558	7	116	105	1614	16	88	8559	50	39855.0
hsa-miR-16-2-3p	94	45	21	18	23	18	296	1976	85	11	10	142	5	0	0	0	0	2	0	0	5	0	0	9	2	0	0	0	0	2	0	0	0	6	0	16	2	2	5	164	968	2487	1541	115	2564	1737	1603	1590	5750	0	0	6	34	2	2	7	0	23	0	52	258	94	11	2336	191	3	0	4	1128	123	147	288	408	934	1070	191	201	80	0	169	488	671	27	32	0	221	968	39	0	0	16	713	1492	0	327	47	1895	0	203	3394	0	39609.0
hsa-miR-509-3p	16	10	5	5	2	126	4	11	12	17	0	4	2	0	0	0	0	0	0	31	64	28	18	553	7	190	3	4	0	0	0	0	0	169	0	291	16	46	36	0	16	17	15	0	48	4	2	12	22	0	2	18	16	10	16	78	2	0	0	2719	3289	756	319	3111	1829	0	0	4	17478	3854	2002	1841	9	5	7	5	6	2	2	14	7	13	5	4	0	6	31	2	6	0	6	3	0	5	4	20	18	33	6	19	32	39420.0
hsa-miR-590-5p	172	120	42	24	63	318	454	4539	335	2441	0	205	8	0	0	0	0	0	0	0	2	0	4	21	4	30	0	21	9	0	0	0	0	7	0	20	7	12	18	110	673	529	448	67	379	3008	804	1045	1026	5	5	17	79	4	12	9	0	59	6	79	459	106	35	580	608	27	17	46	461	122	209	174	57	2093	1086	44	74	57	9	68	648	671	31	22	3	450	759	10	6	2	128	1392	952	2	157	103	2498	31	218	7669	32	39356.0
hsa-miR-2355-3p	588	434	55	68	259	1873	399	1687	436	14555	0	266	5	0	0	0	0	0	0	0	0	0	3	4	0	16	0	268	229	0	0	0	0	4	0	2	3	4	0	35	426	916	450	71	170	743	575	1544	153	0	0	80	56	0	25	7	0	63	72	5	31	10	0	14	44	4	5	24	43	45	18	13	67	967	171	77	55	38	103	188	592	398	41	23	185	175	184	103	153	147	158	455	265	47	76	1140	1177	332	83	3468	902	38570.0
hsa-miR-146b-3p	9010	3686	1109	1126	1920	1622	226	908	3023	675	3	7005	155	0	0	0	2	0	0	0	7	8	0	21	0	8	2	2	0	10	0	0	0	52	4	34	28	47	39	14	68	314	187	16	134	77	176	362	69	4	0	2	9	0	9	24	0	11	0	195	47	13	11	33	16	0	2	0	144	164	61	22	199	789	266	36	269	20	0	122	225	147	14	14	0	153	189	79	0	0	68	239	49	2	49	0	963	0	44	940	0	37792.0
hsa-miR-421	492	342	100	56	209	1144	727	1594	439	7903	9	562	16	0	0	0	0	0	0	4	27	2	5	85	0	19	2	71	57	0	0	0	0	19	0	48	13	46	22	67	622	1483	1293	75	927	804	588	2095	983	0	0	38	22	9	29	14	3	54	28	164	155	43	9	385	88	29	19	44	336	117	98	158	277	1176	545	102	191	179	21	407	835	597	31	32	58	205	611	56	47	35	61	664	368	6	319	270	1513	142	243	3331	221	37335.0
hsa-miR-34a-5p	3386	1281	783	284	844	2094	38	74	3212	11104	27	4679	108	0	2	0	0	2	0	28	54	23	2	226	31	65	0	15	20	3	0	0	0	23	0	21	18	23	18	12	77	69	80	14	149	51	50	160	138	7	0	53	53	5	25	15	0	189	17	405	619	179	49	212	484	88	34	75	749	440	509	727	104	85	64	18	37	29	15	69	45	41	2	9	20	96	110	12	15	10	17	60	53	8	66	172	106	75	32	220	72	35884.0
hsa-miR-200b-5p	8470	3556	1493	1171	1483	1059	11	43	1419	785	252	3282	516	2	29	0	2	0	0	92	264	108	4	786	32	742	60	50	84	26	0	0	2	1388	54	1227	379	1760	770	14	0	19	14	0	149	7	6	21	51	35	2	0	23	95	94	532	11	2	0	593	50	15	36	193	172	2	2	20	48	225	18	46	29	12	100	9	11	4	26	18	31	34	0	2	80	47	82	4	71	7	17	55	0	18	77	149	18	334	21	154	428	35734.0
hsa-miR-889-3p	11	0	0	2	0	7	682	1972	6	12	0	4	0	0	0	0	0	0	0	3	12	0	0	18	0	12	0	0	0	0	0	0	0	287	0	277	36	211	149	200	1549	1545	2355	208	419	2149	1753	4631	1398	0	0	16	8	12	16	90	0	7	0	383	523	70	8	463	338	2	0	18	1457	501	257	326	151	3945	716	23	8	16	0	45	329	234	11	38	0	255	127	15	0	0	56	1079	156	0	28	6	1770	0	19	2251	2	35683.0
hsa-miR-1260a	94	43	14	23	17	37	1157	3647	55	10	30	244	12	0	30	0	0	0	0	14	88	20	18	333	38	185	25	9	16	10	0	0	0	112	12	185	59	260	194	18	411	2712	676	64	1563	212	622	2110	229	46	4	19	38	31	50	56	13	63	25	331	234	41	55	67	155	40	33	47	395	146	205	153	353	2198	524	164	372	203	8	659	1677	665	167	151	41	130	476	288	42	0	183	806	322	7	357	5	1904	80	356	5331	13	35319.0
hsa-miR-18a-5p	148	120	20	14	76	543	583	2019	145	4312	2	117	5	0	0	0	0	0	0	1	2	0	2	0	0	8	0	12	2	0	0	0	0	6	0	3	3	8	7	94	1117	1238	1461	54	1176	873	1539	2479	1159	0	0	3	18	8	14	12	0	19	5	11	33	0	9	553	17	5	0	4	120	15	4	14	410	1345	1111	34	110	33	0	114	768	1028	11	21	3	324	1034	32	6	0	37	1016	888	0	198	54	1776	6	179	4477	6	35227.5
hsa-miR-6852-5p	509	468	53	94	246	2451	744	1105	407	15139	0	111	6	0	0	0	0	0	0	0	0	0	0	0	0	2	0	59	75	0	0	0	0	0	0	0	0	2	2	17	192	444	293	36	147	150	289	648	29	0	0	9	33	3	16	10	0	28	35	5	10	4	0	2	0	7	0	23	8	2	6	5	60	955	415	77	23	7	24	194	916	505	66	106	46	179	198	326	42	37	591	775	155	7	27	338	1839	102	74	2347	226	34581.0
hsa-miR-411-3p	0	0	0	0	0	5	533	1315	3	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	2	284	42	179	134	123	1809	3023	4370	253	604	1875	2444	6875	318	3	0	2	26	21	0	125	0	7	5	99	167	22	10	80	102	2	3	26	303	95	63	55	44	2604	871	2	8	0	0	22	350	352	0	21	0	238	139	10	0	0	79	1011	149	0	29	0	916	0	49	1714	3	34278.0
hsa-miR-942-5p	367	319	53	67	224	1811	643	1092	310	11258	7	162	7	0	4	2	0	0	0	0	0	0	2	0	0	0	0	85	71	5	0	0	0	6	2	18	8	22	13	34	358	976	523	57	1123	356	428	1094	754	0	0	21	23	5	18	9	4	30	39	102	100	44	3	464	66	4	0	38	220	53	111	116	542	532	502	215	344	209	48	381	728	440	59	52	71	193	688	145	58	39	107	460	247	15	386	454	839	158	149	1903	352	34047.0
hsa-miR-378e	682	596	87	145	370	3740	13	0	623	23996	0	125	11	0	0	0	0	0	0	0	0	4	3	0	0	5	0	186	189	0	0	0	0	5	0	0	0	1	0	2	0	0	0	0	0	4	0	2	5	0	0	44	31	0	42	0	0	80	63	5	5	16	0	1	3	0	3	25	3	1	0	4	14	1	8	17	11	3	90	5	2	0	0	9	166	2	6	5	107	112	55	0	2	42	2	878	0	333	0	3	735	33729.40000000001
hsa-miR-340-3p	382	315	77	58	147	1158	561	1239	359	10866	2	179	12	0	0	0	0	0	0	0	8	2	0	21	0	7	2	37	36	0	0	0	0	2	0	4	3	3	0	20	949	1380	1734	38	218	450	648	3242	67	0	0	17	32	0	7	3	0	31	12	15	3	0	0	11	5	9	3	14	21	18	3	7	29	1232	168	7	10	27	17	84	610	190	5	4	16	58	231	6	21	17	32	317	164	2	47	154	1716	75	53	3377	131	33237.0
hsa-let-7g-3p	447	218	101	84	121	129	432	2175	379	12	23	458	10	0	9	0	6	0	2	84	87	13	64	321	48	114	22	3	5	10	0	0	0	20	13	52	17	26	35	41	337	661	340	69	536	631	632	1372	830	9	3	22	39	0	12	53	6	41	2	290	385	111	20	823	254	34	10	43	713	257	286	370	528	2605	1265	190	379	139	0	400	497	602	82	66	6	523	881	132	6	0	57	930	315	2	495	36	2953	10	156	4570	19	32616.0
hsa-miR-452-5p	824	402	195	192	166	161	719	1001	251	26	15	298	81	0	4	0	2	0	0	2	34	14	10	72	8	28	0	6	0	13	0	0	0	34	7	43	69	51	32	197	1721	929	3049	250	749	1286	1323	7161	745	16	0	10	42	14	31	44	7	38	4	344	113	22	11	645	354	28	7	10	201	576	88	161	92	661	257	83	56	40	4	172	558	183	53	28	5	167	335	166	4	2	75	580	206	4	241	77	1303	39	57	2173	54	32611.0
hsa-miR-132-5p	454	396	76	95	242	1971	90	147	327	11698	3	222	10	0	2	0	0	0	0	6	4	4	12	47	7	16	5	247	237	0	0	0	0	19	0	21	10	17	19	8	27	126	70	11	86	36	72	134	51	0	0	83	25	6	99	9	2	100	111	808	1834	374	75	539	1021	11	16	36	2337	801	1451	869	77	122	97	58	62	19	127	72	93	96	4	6	171	57	83	47	157	118	52	126	19	50	30	1155	170	397	25	380	900	32402.0
hsa-miR-4286	95	66	20	19	24	36	502	2236	102	0	6	339	8	0	2	3	0	0	0	3	0	0	3	37	10	24	0	2	10	2	0	2	0	20	5	50	22	44	40	34	587	2375	1329	248	604	321	1584	2032	148	19	0	3	37	6	36	10	0	20	4	199	120	63	45	11	100	13	0	15	72	104	104	99	401	1806	884	493	502	286	0	1018	578	698	85	365	8	220	375	644	10	0	111	1340	1709	2	305	7	1162	6	597	4517	6	32209.0
hsa-miR-193a-5p	1927	940	519	351	804	1138	167	238	1404	5238	43	2389	76	3	45	4	0	0	0	55	330	119	142	617	48	362	56	21	10	3	0	0	2	101	15	73	156	90	63	21	86	454	158	21	824	162	431	253	183	102	3	120	50	8	117	137	43	322	26	546	168	58	66	174	151	116	43	81	194	274	114	132	614	90	572	425	513	219	4	563	251	543	373	158	15	682	987	360	36	6	45	558	57	5	682	94	45	40	283	328	88	31823.0
hsa-let-7i-3p	493	229	182	162	244	474	267	1478	455	2142	34	607	27	0	0	0	0	5	0	0	15	0	3	37	11	22	0	9	14	0	0	0	0	10	5	23	5	7	11	38	355	764	491	56	554	829	493	1077	988	0	0	7	41	5	30	11	3	23	21	145	227	93	18	1292	163	15	5	31	480	82	159	184	1108	1384	1328	292	544	202	4	455	273	609	40	97	17	334	898	303	11	14	13	862	630	2	978	38	1916	20	209	3277	37	31546.0
hsa-miR-9-5p	597	558	46	106	308	2871	100	335	505	16437	10	176	6	6	8	6	15	5	9	3	0	0	2	12	21	18	0	144	70	6	7	0	3	62	14	45	15	30	42	18	94	143	158	19	69	126	136	544	50	0	0	270	153	5	10	35	0	698	99	2	37	16	0	13	25	353	190	494	29	19	7	2	18	288	108	5	2	2	71	14	133	69	0	0	98	16	130	3	105	61	114	126	1064	25	0	562	422	207	45	645	354	31099.019999999997
hsa-miR-4446-3p	59	29	8	29	21	13	2947	1991	17	14	2	39	2	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	11	6	4	3	2	0	40	390	705	547	68	291	424	499	855	114	0	0	0	7	0	4	3	0	0	0	3	0	2	2	3	0	2	3	4	39	4	0	3	185	1310	2015	108	36	88	0	290	2779	2523	128	118	0	482	764	148	0	0	3391	3025	147	0	71	2	1368	4	231	2109	6	30544.0
hsa-miR-654-5p	0	0	0	0	0	4	1068	717	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	432	0	415	103	311	367	95	933	2833	2325	263	895	1119	1653	4951	471	17	3	2	21	45	80	203	10	7	2	329	260	33	11	62	100	0	6	3	454	171	220	143	132	774	1225	47	11	13	0	75	651	553	38	143	0	489	156	239	0	0	1406	1751	112	0	20	4	515	0	65	676	0	30243.0
hsa-miR-20a-3p	152	129	47	24	54	182	991	2480	173	672	14	255	9	0	3	0	0	0	0	21	26	16	8	143	11	149	17	34	34	0	2	0	0	87	2	82	12	88	81	79	619	512	516	44	189	620	730	1490	249	0	0	17	25	10	52	38	0	18	29	174	102	21	13	76	96	6	12	49	100	123	68	66	78	2928	513	56	67	27	9	146	1058	749	28	28	20	309	266	69	22	19	36	960	346	5	81	152	3819	35	89	5980	102	30138.0
hsa-miR-382-3p	2	0	0	0	0	0	534	1031	0	2	0	2	0	0	0	0	0	0	0	2	0	0	0	13	0	0	0	5	0	0	0	0	0	338	0	313	76	145	150	135	1198	1337	1702	257	573	1669	1501	4147	1504	2	0	5	15	17	20	159	2	11	2	482	911	90	16	438	627	0	0	27	1656	613	478	438	65	1624	777	22	11	10	0	63	282	238	15	29	2	216	154	25	0	0	106	991	171	0	12	9	968	0	40	1361	0	29836.0
hsa-miR-218-5p	2100	735	569	395	584	1750	4	28	922	9782	9	1611	114	0	2	3	2	0	3	35	43	44	28	146	39	156	9	111	66	2	0	0	0	448	4	417	94	244	272	13	35	47	25	14	244	137	69	29	529	7	0	50	32	28	78	250	4	87	45	368	545	41	33	1134	534	34	18	28	994	842	310	271	150	130	51	8	11	26	48	37	9	16	13	5	125	26	142	14	90	63	26	28	15	34	28	391	36	189	6	52	319	29734.0
hsa-miR-615-3p	539	422	48	92	278	2411	51	7	398	15193	0	74	3	0	0	0	0	0	0	0	0	0	8	2	0	2	2	61	67	0	0	0	0	116	0	35	57	129	44	5	4	119	23	9	572	10	29	20	384	23	0	34	48	47	71	59	13	57	14	964	714	357	116	33	536	10	17	35	347	919	672	341	45	7	68	32	36	17	18	46	11	45	7	11	62	66	117	37	104	14	28	29	2	18	84	219	0	112	14	32	185	28107.0
hsa-miR-598-3p	1153	166	133	98	151	192	289	1469	425	48	6	1010	24	0	0	0	2	0	0	72	121	37	15	402	17	267	24	2	0	0	0	0	0	26	2	14	9	21	11	19	313	341	250	40	243	299	358	815	403	2	0	29	27	6	5	21	0	18	2	235	655	97	28	585	309	13	13	23	1010	501	614	506	71	1837	329	46	46	36	4	158	268	316	12	6	9	142	256	35	7	0	47	531	161	2	90	14	3902	10	54	5616	10	28001.0
hsa-miR-409-5p	3	2	0	0	2	4	406	475	0	10	0	3	0	2	0	0	2	0	0	0	4	0	0	6	0	2	0	0	0	0	0	0	0	81	0	147	20	65	105	91	1163	2387	3125	169	848	1132	1284	11015	302	16	0	2	17	21	59	56	7	12	0	200	150	52	12	98	75	0	2	6	353	128	141	99	8	817	361	25	19	7	0	36	211	164	0	72	0	195	85	75	0	0	42	574	103	0	14	0	188	0	30	352	0	27739.0
